codigo_produto;descricaoproduto;codigo_familia;preco_venda_unitario;custo_produto_unitario
2738606;Useful Lighting Silver #841;CS  ;306.90;130.91
2738609;Modern Lighting Brown #66;CS  ;306.90;130.91
2738610;Delicious Lighting Red #664;CS  ;306.90;130.91
2738612;Modern Lighting Magenta #929;CS  ;306.90;130.91
2738613;Delicious Lighting Maroon #54;CS  ;306.90;130.91
2738614;Beautiful Lighting Pink #847;CS  ;306.90;130.91
2738615;Durable Lighting Blue #26;CS  ;306.90;130.91
2738617;Comfortable Lighting Red #978;CS  ;306.90;130.91
2738618;Durable Lighting Brown #621;CS  ;306.90;130.91
2738619;High-Quality Lighting Purple #951;CS  ;306.90;152.73
2738801;Powerful Home Appliances Red #825;CSF ;410.10;174.55
2738803;Practical Home Appliances Teal #858;CSF ;410.10;174.55
2738804;Beautiful Home Appliances Gray #162;CSF ;410.10;174.55
2738808;Luxurious Home Appliances White #459;CSF ;410.10;174.55
2738809;Innovative Home Appliances Pink #808;CSF ;410.10;174.55
2738810;Comfortable Home Appliances Red #931;CSF ;410.10;174.55
2738811;Sophisticated Home Appliances Navy #558;CSF ;410.10;174.55
2738900;Luxurious Home Appliances Green #246;CSF ;410.10;174.55
2738901;Versatile Home Appliances Gray #780;CSF ;410.10;174.55
2738905;Durable Home Appliances Silver #558;CSF ;410.10;174.55
2739001;Practical Musical Accessories Green #546;CSFC;399.90;170.18
2739003;Stylish Musical Accessories Orange #935;CSFC;399.90;170.18
2739007;Elegant Musical Accessories Teal #388;CSFC;399.90;170.18
2739009;Modern Musical Accessories Navy #762;CSFC;399.90;170.18
2740000;Modern Security Silver #29;DET ;52.60;27.28
2740400;Innovative Mens Watches Purple #922;ALE ;643.00;357.01
2741200;Delicious Bathroom Fixtures Teal #956;74  ;26.80;12.01
2741201;Comfortable Bathroom Fixtures Yellow #436;74  ;20.70;9.40
2746404;Delicious Automotive Parts and Accessories Red #938;DLN ;37.30;37.96
2746500;Powerful Beauty Products Green #608;MCT ;152.70;67.08
2746501;Long-Lasting Beauty Products Purple #584;MCT ;152.70;67.08
2746503;Eco-Friendly Beauty Products Yellow #186;MCT ;152.70;57.08
2746505;Fun Beauty Products Silver #690;MCT ;152.70;67.08
2746506;Beautiful Beauty Products White #663;MCT ;152.70;67.08
2746507;Sustainable Beauty Products Orange #246;MCT ;152.70;67.08
2747600;Stylish Bedding Cyan #633;MMS ;1379.00;715.28
2748100;Powerful Clothing Olive #950;130 ;12.00;6.18
2751500;Modern Home Decor Olive #388;60  ;23.10;9.84
2751600;Practical Home Decor Purple #44;60  ;21.85;9.28
2752004;Versatile Power Tools Gold #361;OJP ;541.00;284.66
2754800;Beautiful Flooring Magenta #66;17  ;57.20;23.72
2760201;Versatile Software Green #260;OTMO;375.00;208.24
2760202;Useful Software Silver #32;OTMO;375.00;208.24
2762000;Modern Audiobooks Teal #260;26  ;136.00;62.66
2763911;Stylish Books Orange #830;CSMC;717.70;305.46
2765100;Practical Software Cyan #440;HBE ;78.40;41.96
2766300;Eco-Friendly Software Purple #663;HBE ;78.60;42.08
2768900;Useful Tires and Wheels Lime #628;DMR ;163.00;71.00
2769701;Comfortable Video Games Lime #850;DMA ;36.90;35.17
2770400;Beautiful Security Pink #283;DET ;34.80;19.50
2771311;Beautiful Hardware Gold #346;SCF ;358.60;130.47
2771312;Practical Hardware Pink #557;SCF ;358.60;130.47
2771317;Comfortable Hardware Navy #155;SCF ;358.60;156.64
2771318;Fun Hardware Yellow #109;SCF ;358.60;156.64
2771319;Sustainable Hardware Brown #231;SCF ;358.60;156.65
2772001;Innovative Power Tools Black #589;OJP ;481.20;253.23
2772701;Comfortable Lighting Red #530;CS  ;451.10;192.00
2772708;Innovative Lighting Cyan #549;CS  ;451.10;192.00
2772709;Luxurious Lighting Lime #239;CS  ;451.10;192.00
2772711;Sustainable Lighting White #999;CS  ;451.10;192.00
2773000;Modern Consoles Purple #526;CPOC;27.40;12.82
2777100;Elegant Audiobooks Maroon #78;26  ;194.00;89.22
2778300;Fun Flooring Blue #901;17  ;14.90;31.03
2780506;Versatile Home Appliances White #252;CSF ;260.30;109.08
2780508;Versatile Home Appliances Blue #637;CSF ;260.30;109.09
2780509;Practical Home Appliances Black #927;CSF ;260.30;109.09
2780512;Sophisticated Home Appliances Gray #743;CSF ;329.90;138.29
2780513;Fun Home Appliances Lime #469;CSF ;329.90;138.29
2780514;Beautiful Home Appliances Teal #210;CSF ;329.90;138.29
2780517;Practical Home Appliances Orange #591;CSF ;329.90;138.29
2780524;Innovative Home Appliances Pink #766;CSF ;260.30;109.09
2780528;Stylish Home Appliances Magenta #429;CSF ;260.30;109.09
2780600;Fun Home Appliances Brown #486;CSF ;299.90;125.72
2780601;Long-Lasting Home Appliances Navy #626;CSF ;299.90;125.72
2780604;Practical Home Appliances Navy #862;CSF ;299.90;125.72
2780614;Delicious Home Appliances Gold #192;CSF ;299.90;125.72
2780615;Innovative Home Appliances Teal #912;CSF ;299.90;125.72
2780617;Sustainable Home Appliances Orange #744;CSF ;299.90;117.34
2780619;Durable Home Appliances Magenta #730;CSF ;299.90;125.72
2780621;Elegant Home Appliances Blue #840;CSF ;299.90;117.34
2780626;Versatile Home Appliances Teal #233;CSF ;299.90;117.34
2780627;High-Quality Home Appliances Maroon #266;CSF ;299.90;117.34
2780628;Fun Home Appliances White #440;CSF ;299.90;117.34
2780629;Innovative Home Appliances Olive #914;CSF ;299.90;117.34
2780630;Innovative Home Appliances Black #335;CSF ;299.90;125.72
2780631;Modern Home Appliances Teal #223;CSF ;299.90;125.72
2780635;Modern Home Appliances Yellow #541;CSF ;299.90;125.72
2780701;Versatile Home Appliances Magenta #599;CSF ;349.90;146.67
2780703;High-Quality Home Appliances Silver #473;CSF ;349.90;146.67
2780705;Comfortable Home Appliances Olive #46;CSF ;349.90;146.67
2780710;Stylish Home Appliances White #765;CSF ;239.50;100.36
2780712;Practical Home Appliances Red #775;CSF ;329.90;138.29
2780713;Delicious Home Appliances Black #819;CSF ;329.90;138.29
2780714;Powerful Home Appliances Red #21;CSF ;329.90;138.29
2780716;Useful Home Appliances Purple #939;CSF ;329.90;100.36
2780719;Long-Lasting Home Appliances Maroon #48;CSF ;349.90;128.33
2780721;Durable Home Appliances Blue #370;CSF ;349.90;146.67
2780723;Long-Lasting Home Appliances Green #565;CSF ;349.90;146.67
2781302;Versatile Electronics Purple #184;27  ;412.00;151.27
2781401;High-Quality Hand Tools Purple #105;DFM ;45.90;28.86
2783100;Modern Lighting Lime #719;CS  ;329.90;138.29
2783105;Elegant Lighting Yellow #593;CS  ;329.90;138.29
2783106;Sophisticated Lighting Maroon #931;CS  ;329.90;138.29
2783108;Practical Lighting Green #919;CS  ;329.90;138.29
2783109;Beautiful Lighting White #181;CS  ;329.90;138.29
2783116;Versatile Lighting Silver #884;CS  ;329.90;138.29
2783117;High-Quality Lighting Teal #631;CS  ;329.90;138.29
2783202;Sophisticated Home Appliances Green #245;CSF ;479.90;174.55
2783207;Long-Lasting Home Appliances Black #867;CSF ;563.90;174.55
2783208;Sophisticated Home Appliances Magenta #580;CSF ;563.90;174.55
2783221;Sophisticated Home Appliances Purple #915;CSF ;399.90;174.55
2783222;Durable Home Appliances Green #816;CSF ;399.90;174.55
2783300;Elegant Home Appliances Yellow #852;CSF ;543.40;174.55
2783304;Eco-Friendly Home Appliances Purple #450;CSF ;543.40;231.27
2783307;Beautiful Home Appliances Red #156;CSF ;410.10;174.55
2783309;Practical Home Appliances Olive #850;CSF ;410.10;174.55
2783312;Versatile Home Appliances Olive #367;CSF ;410.10;174.55
2783313;Practical Home Appliances Purple #819;CSF ;410.10;174.55
2783400;Stylish Home Appliances Blue #303;CSF ;358.90;152.73
2783402;Delicious Home Appliances Maroon #134;CSF ;358.90;152.73
2783405;Long-Lasting Home Appliances Silver #952;CSF ;358.90;152.73
2783500;Practical Lighting Teal #866;CS  ;410.10;174.55
2783503;Innovative Lighting Maroon #784;CS  ;410.10;174.55
2783504;Innovative Lighting Gold #659;CS  ;410.10;174.55
2783508;Luxurious Lighting White #535;CS  ;410.10;174.55
2783510;Stylish Lighting Gray #301;CS  ;410.10;174.55
2783511;Practical Lighting Brown #26;CS  ;410.10;174.55
2783515;Delicious Lighting Olive #795;CS  ;410.10;174.55
2783519;Innovative Lighting Teal #317;CS  ;410.10;174.55
2783520;High-Quality Lighting Navy #869;CS  ;410.10;174.55
2783600;Powerful Books White #897;CSMC;219.90;108.68
2783603;Stylish Books Green #916;CSMC;219.90;108.68
2783605;Eco-Friendly Books Silver #744;CSMC;219.90;108.68
2783619;Beautiful Books Teal #286;CSMC;329.90;138.29
2783629;Innovative Books Gold #641;CSMC;219.90;132.00
2783631;Innovative Books Red #959;CSMC;219.90;132.00
2783632;Versatile Books Yellow #484;CSMC;219.90;132.00
2783633;Powerful Books Navy #619;CSMC;219.90;132.00
2783638;Useful Books Pink #619;CSMC;219.90;132.00
2783640;Useful Books Red #188;CSMC;219.90;132.00
2783702;Sustainable Lighting Green #401;CS  ;239.50;100.36
2783703;Sustainable Lighting Magenta #307;CS  ;239.50;100.36
2783707;Fun Lighting Red #385;CS  ;279.90;138.29
2783708;Beautiful Lighting Red #186;CS  ;279.90;138.29
2783714;Sophisticated Lighting Black #36;CS  ;239.50;100.36
2783715;Powerful Lighting Lime #274;CS  ;239.50;100.36
2783716;Sophisticated Lighting Magenta #219;CS  ;239.50;100.36
2783900;Eco-Friendly Musical Accessories Green #916;CSFC;279.90;146.67
2783902;Beautiful Musical Accessories Orange #168;CSFC;279.90;146.67
2783904;Comfortable Musical Accessories Navy #806;CSFC;279.90;146.67
2783907;Durable Musical Accessories Red #779;CSFC;279.90;130.91
2783909;Long-Lasting Musical Accessories Gold #395;CSFC;279.90;159.24
2784000;Delicious Lighting Yellow #228;CS  ;489.50;213.82
2784001;Innovative Lighting Red #622;CS  ;489.50;213.82
2784005;Modern Lighting Navy #294;CS  ;489.50;213.82
2784007;Beautiful Lighting Brown #75;CS  ;489.50;213.82
2784008;Delicious Lighting Brown #91;CS  ;489.50;213.82
2784009;Stylish Lighting Gold #761;CS  ;489.50;213.82
2784010;Long-Lasting Lighting Orange #542;CS  ;489.50;213.82
2784012;Eco-Friendly Lighting Pink #607;CS  ;489.50;213.82
2784106;Elegant Musical Accessories Cyan #230;CSFC;549.90;240.00
2784107;Elegant Musical Accessories Pink #438;CSFC;549.90;240.00
2784109;Powerful Musical Accessories Orange #347;CSFC;549.90;182.40
2784110;Durable Musical Accessories Purple #64;CSFC;549.90;240.00
2784111;Durable Musical Accessories Gray #682;CSFC;549.90;240.00
2784112;Practical Musical Accessories Gold #890;CSFC;428.60;182.40
2784114;High-Quality Musical Accessories Green #506;CSFC;428.60;182.40
2784115;Useful Musical Accessories Olive #825;CSFC;428.60;182.40
2784116;Stylish Musical Accessories Gold #413;CSFC;428.60;182.40
2784117;Modern Musical Accessories Yellow #772;CSFC;428.60;182.40
2784200;Luxurious Home Appliances Navy #111;CSF ;299.90;125.72
2784205;Elegant Home Appliances Gold #810;CSF ;299.90;125.72
2784206;Versatile Home Appliances Pink #633;CSF ;299.90;125.72
2784207;Comfortable Home Appliances Gold #536;CSF ;299.90;110.00
2784208;Sustainable Home Appliances Black #154;CSF ;299.90;110.00
2784210;Sophisticated Home Appliances Blue #684;CSF ;299.90;110.00
2784211;Luxurious Home Appliances Red #142;CSF ;299.90;125.72
2784212;Beautiful Home Appliances Navy #137;CSF ;299.90;125.72
2784213;Comfortable Home Appliances Blue #841;CSF ;299.90;125.72
2784214;Durable Home Appliances Navy #110;CSF ;299.90;125.72
2784216;Luxurious Home Appliances Lime #725;CSF ;299.90;125.72
2784218;Fun Home Appliances Brown #187;CSF ;299.90;125.72
2784221;Luxurious Home Appliances Lime #249;CSF ;299.90;125.72
2784222;Versatile Home Appliances White #628;CSF ;299.90;125.72
2784226;Versatile Home Appliances Maroon #64;CSF ;299.90;110.00
2784303;Sophisticated Home Appliances Pink #469;CSF ;272.90;209.45
2784304;Durable Home Appliances Olive #563;CSF ;272.90;209.45
2784305;Eco-Friendly Home Appliances Cyan #14;CSF ;272.90;209.45
2784307;Powerful Home Appliances Black #359;CSF ;479.50;209.46
2784309;Long-Lasting Home Appliances Red #578;CSF ;479.50;209.45
2784311;Comfortable Home Appliances Maroon #150;CSF ;479.50;209.45
2784400;Luxurious Lighting Green #597;CS  ;269.90;174.55
2784405;Comfortable Lighting Yellow #618;CS  ;269.90;174.55
2784406;Fun Lighting Brown #193;CS  ;269.90;174.55
2784411;Practical Lighting Blue #106;CS  ;234.90;174.55
2784412;Elegant Lighting Maroon #731;CS  ;234.90;174.55
2784413;Eco-Friendly Lighting Cyan #128;CS  ;234.90;174.55
2784500;Useful Electronics Magenta #541;27  ;485.00;190.08
2784501;Stylish Electronics White #414;27  ;485.00;223.40
2784502;Beautiful Electronics White #715;27  ;485.00;190.08
2784602;Practical Electronics Gray #632;27  ;485.00;203.30
2784603;Modern Electronics Green #859;27  ;533.00;245.51
2784701;Sophisticated Electronics Gray #558;27  ;485.00;203.30
2788500;Sophisticated Health and Wellness Navy #284;DAL ;45.80;19.98
2791100;Durable Furniture Cyan #720;150 ;297.00;140.71
2791900;Practical Movies Black #738;DLS ;23.90;20.41
2791903;Useful Movies White #182;DLS ;23.90;11.52
2792100;Practical Automotive Parts and Accessories Pink #475;DLN ;21.60;70.40
2793000;Elegant Food Teal #452;42  ;4007.00;1847.48
2793100;Sophisticated Food Magenta #389;42  ;4728.00;2180.13
2794900;Sustainable Power Tools Green #576;OJP ;364.00;191.52
2794901;Long-Lasting Power Tools Gray #836;OJP ;364.00;191.52
2795800;Sophisticated Grocery Items Blue #167;19  ;224.10;103.33
2799600;Practical Audiobooks Navy #817;26  ;158.00;72.47
2799900;Luxurious Hand Tools Green #474;DFM ;89.20;46.25
2800004;Modern Hardware Black #497;SCF ;168.90;69.38
2800009;Useful Hardware Gray #467;SCF ;168.90;73.74
2800010;Long-Lasting Hardware Gold #472;SCF ;168.90;69.38
2800011;Luxurious Hardware Orange #717;SCF ;168.90;69.38
2800021;Elegant Hardware Maroon #886;SCF ;168.90;73.74
2800024;High-Quality Hardware Orange #328;SCF ;168.90;73.74
2800025;Fun Hardware Pink #988;SCF ;168.90;73.74
2800027;Innovative Hardware Magenta #713;SCF ;168.90;73.74
2800028;Beautiful Hardware Pink #377;SCF ;168.90;73.74
2800029;Elegant Hardware Olive #164;SCF ;168.90;73.74
2808100;Innovative Security Yellow #725;DET ;98.40;52.00
2811600;Modern Gaming Accessories Cyan #311;CBE ;2428.00;1348.88
2814501;Elegant Flooring Silver #409;17  ;36.20;15.00
2817800;Delicious Security Blue #586;DET ;36.20;21.38
2817900;Beautiful Security Gray #248;DET ;72.40;42.76
2818000;Eco-Friendly Security Black #992;DET ;91.00;53.45
2818300;Fun Software Brown #333;HBE ;78.40;41.94
2819500;Versatile Tires and Wheels Lime #177;DMR ;2.55;1.06
2820500;Innovative Tires and Wheels Lime #732;DMR ;2.99;1.94
2820800;Modern Tools Maroon #78;FR  ;33.90;18.16
2821000;Powerful Tires and Wheels Blue #790;DMR ;1.00;1.06
2821101;Versatile Home Decor Orange #863;60  ;55.45;23.00
2821300;High-Quality Home Decor Lime #512;60  ;17.75;7.37
2822803;Useful Lighting Pink #301;CS  ;502.35;213.82
2822813;Luxurious Lighting Purple #360;CS  ;499.90;213.82
2822815;Sustainable Lighting Silver #85;CS  ;502.35;213.82
2822817;Powerful Lighting Gray #542;CS  ;502.35;213.82
2822818;Luxurious Lighting Lime #411;CS  ;502.35;213.82
2824000;Long-Lasting Video Games Teal #262;DMA ;9.90;6.07
2827200;Elegant Household Goods Yellow #700;MSH ;550.70;253.91
2828200;Powerful Audiobooks Gold #244;26  ;179.00;82.36
2830502;Useful Office Supplies Maroon #819;333 ;1631.00;965.01
2830503;Powerful Office Supplies Brown #462;333 ;1631.00;965.01
2830901;Useful Jewelry White #72;CCOF;152.90;89.90
2830902;Powerful Jewelry Magenta #843;CCOF;152.90;76.42
2830907;Versatile Jewelry Green #428;CCOF;152.90;76.42
2830910;Powerful Jewelry White #398;CCOF;152.90;89.90
2830911;Delicious Jewelry Maroon #985;CCOF;152.90;89.90
2830915;Eco-Friendly Jewelry Maroon #983;CCOF;152.90;76.42
2830916;Long-Lasting Jewelry Gold #403;CCOF;152.90;76.42
2830917;Modern Jewelry Olive #613;CCOF;152.90;76.42
2830921;Beautiful Jewelry Brown #685;CCOF;152.90;89.90
2830922;Delicious Jewelry Teal #428;CCOF;152.90;89.90
2830926;Elegant Jewelry Black #212;CCOF;152.90;89.90
2830930;Versatile Jewelry Brown #126;CCOF;152.90;76.42
2830931;Stylish Jewelry Lime #428;CCOF;152.90;89.90
2831100;Sophisticated Tires and Wheels Yellow #235;DMR ;1.99;3.43
2832600;Stylish Gaming Accessories Brown #115;CBE ;682.00;378.71
2834400;Luxurious Bracelets Pink #160;OPP ;199.00;83.46
2837900;Practical Tools Gray #447;FR  ;33.90;18.16
2838400;Innovative Tools Cyan #174;FR  ;231.20;131.84
2839104;High-Quality Books Blue #256;CSMC;499.90;213.82
2839108;Beautiful Books Red #895;CSMC;427.90;213.82
2839110;Elegant Books Brown #463;CSMC;427.90;213.82
2839113;Delicious Books Green #226;CSMC;427.90;213.82
2839303;Elegant Electronics Blue #404;27  ;370.00;150.96
2840500;Beautiful Electronics Navy #852;27  ;298.00;121.41
2840801;Innovative Electronics Navy #777;27  ;336.50;150.95
2840802;Delicious Electronics Black #183;27  ;336.50;137.36
2840804;Innovative Electronics Orange #521;27  ;369.80;165.87
2840805;Modern Electronics Teal #236;27  ;369.80;165.87
2842800;Versatile Watches Navy #621;63  ;650.05;317.36
2843100;Modern Watches Brown #573;63  ;696.90;340.23
2844400;High-Quality Tools Brown #390;FR  ;231.20;131.84
2844500;Delicious Tools Gray #938;FR  ;231.20;131.84
2844600;Luxurious Tools Olive #717;FR  ;255.20;145.28
2846400;Versatile Collectibles Maroon #348;18  ;120.40;60.01
2846900;Modern Electronics Silver #33;27  ;271.00;121.41
2846901;Versatile Electronics Gold #667;27  ;298.00;128.75
2846903;Beautiful Electronics Brown #454;27  ;327.00;146.62
2847100;High-Quality Electronics Yellow #846;27  ;370.00;165.87
2847101;Comfortable Electronics Pink #290;27  ;370.00;160.06
2847102;Elegant Electronics Orange #208;27  ;370.00;160.07
2848900;Long-Lasting Video Games Blue #414;DMA ;5.40;2.90
2851100;Practical Sound Equipment Black #692;FXA ;135.50;67.12
2851102;Powerful Sound Equipment Cyan #279;FXA ;155.00;81.42
2851201;Beautiful Sound Equipment Brown #342;FXA ;100.50;52.80
2851403;Sustainable Books Purple #491;49  ;93.50;38.65
2851600;Useful Sports Equipment Yellow #731;BB  ;535.00;246.28
2852305;Elegant Jewelry Orange #201;CCOF;99.90;79.90
2852307;Elegant Jewelry Lime #481;CCOF;99.90;67.92
2852314;Luxurious Jewelry Pink #508;CCOF;99.90;79.90
2852315;Sustainable Jewelry Orange #381;CCOF;99.90;79.90
2852316;Beautiful Jewelry Green #130;CCOF;99.90;67.92
2852705;Fun Power Tools Silver #284;OJP ;364.00;191.52
2854104;Luxurious Electronics Brown #595;27  ;413.00;168.42
2854107;Durable Electronics Teal #918;27  ;452.50;203.01
2855501;Luxurious Jewelry Lime #742;CCOF;135.90;79.90
2857200;Eco-Friendly Video Games Olive #719;DMA ;49.90;28.69
2862300;Modern Lighting Gray #367;CS  ;399.90;174.55
2862302;Durable Lighting Blue #452;CS  ;399.90;174.55
2862303;Beautiful Lighting Cyan #142;CS  ;399.90;174.55
2862305;Durable Lighting Maroon #450;CS  ;399.90;174.55
2862307;Fun Lighting Purple #528;CS  ;399.90;174.55
2862402;Modern Lighting Teal #700;CS  ;348.60;148.37
2862410;Stylish Lighting Brown #687;CS  ;348.60;148.37
2862411;Useful Lighting Magenta #923;CS  ;348.60;148.37
2862412;Useful Lighting Red #286;CS  ;348.60;148.37
2862414;Beautiful Lighting Brown #173;CS  ;348.60;148.37
2862415;High-Quality Lighting Lime #727;CS  ;348.60;148.37
2862416;Sustainable Lighting Navy #67;CS  ;348.60;148.37
2862418;Modern Lighting Silver #24;CS  ;348.60;148.37
2862419;Fun Lighting Silver #666;CS  ;348.60;148.37
2862420;Fun Lighting Olive #381;CS  ;348.60;148.37
2862421;Practical Lighting Blue #525;CS  ;199.90;148.37
2862422;Long-Lasting Lighting Brown #350;CS  ;199.90;148.37
2862424;High-Quality Lighting Gray #186;CS  ;199.90;148.37
2862426;Comfortable Lighting Magenta #814;CS  ;199.90;148.37
2863100;Modern Audiobooks White #907;26  ;181.00;83.21
2865301;Eco-Friendly Automotive Parts and Accessories Black #47;DLN ;21.60;39.38
2865302;Durable Automotive Parts and Accessories Navy #177;DLN ;21.60;33.90
2865401;Luxurious Automotive Parts and Accessories Cyan #885;DLN ;39.80;35.93
2865500;Elegant Marine Supplies Yellow #921;MCAT;131.50;58.96
2865502;Versatile Marine Supplies Blue #235;MCAT;131.50;58.96
2865504;Versatile Marine Supplies Maroon #16;MCAT;131.50;58.96
2865602;Elegant Marine Supplies Orange #893;MCAT;190.30;85.36
2867200;Delicious Pet Supplies Yellow #485;35  ;95.40;49.90
2867802;Modern Beauty Products Purple #865;MCT ;281.00;125.70
2868301;Stylish Automotive Repair Cyan #100;CAMF;64.90;40.43
2868302;Stylish Automotive Repair Gold #573;CAMF;64.90;40.43
2868303;Useful Automotive Repair Blue #123;CAMF;64.90;40.43
2868305;Stylish Automotive Repair Lime #814;CAMF;64.90;40.43
2868306;Innovative Automotive Repair Red #202;CAMF;64.90;36.43
2868307;Delicious Automotive Repair Red #962;CAMF;97.70;41.55
2868309;Luxurious Automotive Repair Red #311;CAMF;97.70;41.55
2868312;Durable Automotive Repair Navy #930;CAMF;97.70;41.55
2868317;Useful Automotive Repair Cyan #596;CAMF;95.00;40.43
2868500;Luxurious Automotive Repair Yellow #427;CAMF;88.20;37.52
2868501;High-Quality Automotive Repair Purple #929;CAMF;88.20;37.52
2868502;Versatile Automotive Repair Orange #837;CAMF;88.20;37.52
2868505;Long-Lasting Automotive Repair Gray #159;CAMF;88.20;36.72
2868506;Modern Automotive Repair Gray #642;CAMF;86.30;36.72
2868508;Elegant Automotive Repair Orange #344;CAMF;86.30;36.72
2868509;Innovative Automotive Repair Magenta #603;CAMF;86.30;36.72
2868513;Luxurious Automotive Repair Red #205;CAMF;83.40;34.04
2868600;Durable Automotive Repair Gray #346;CAMF;113.80;48.42
2868602;Practical Automotive Repair Olive #141;CAMF;113.80;48.42
2868604;Eco-Friendly Automotive Repair Purple #417;CAMF;113.80;48.42
2868605;Useful Automotive Repair Purple #657;CAMF;113.80;48.42
2868606;Innovative Automotive Repair Gold #404;CAMF;113.80;48.42
2868700;Innovative Automotive Repair Silver #380;CAMF;80.20;34.14
2868706;Versatile Automotive Repair Cyan #347;CAMF;54.90;34.14
2868708;Versatile Automotive Repair Navy #342;CAMF;54.90;34.14
2868709;Powerful Automotive Repair Black #461;CAMF;54.90;34.14
2868710;Practical Automotive Repair Lime #971;CAMF;54.90;34.14
2868712;Beautiful Automotive Repair Teal #793;CAMF;77.60;33.03
2868713;Innovative Automotive Repair Silver #727;CAMF;77.60;33.03
2868714;Luxurious Automotive Repair Cyan #273;CAMF;77.60;33.03
2868715;Delicious Automotive Repair Brown #330;CAMF;77.60;33.03
2868717;Elegant Automotive Repair Teal #436;CAMF;77.60;33.03
2868804;Sophisticated Automotive Repair Lime #492;CAMF;97.70;41.55
2868805;Comfortable Automotive Repair Magenta #225;CAMF;97.70;40.66
2868806;High-Quality Automotive Repair Black #755;CAMF;97.70;41.55
2868900;Powerful Automotive Repair Silver #580;CAMF;78.30;33.31
2868901;Innovative Automotive Repair Red #839;CAMF;78.30;33.31
2868903;Modern Automotive Repair Green #870;CAMF;78.30;33.31
2868908;Innovative Automotive Repair Teal #801;CAMF;78.30;33.31
2868910;Long-Lasting Automotive Repair Olive #888;CAMF;78.30;33.31
2868911;Elegant Automotive Repair Teal #986;CAMF;78.30;33.31
2868912;High-Quality Automotive Repair Brown #296;CAMF;78.30;33.31
2868914;Luxurious Automotive Repair Purple #200;CAMF;78.30;33.31
2868917;Beautiful Automotive Repair Gold #405;CAMF;78.30;33.31
2869006;Eco-Friendly Automotive Repair Lime #875;CAMF;106.20;45.19
2869009;Versatile Automotive Repair Gray #747;CAMF;106.20;45.18
2869010;Modern Automotive Repair Silver #984;CAMF;106.20;45.18
2869013;Sustainable Automotive Repair Gray #641;CAMF;106.20;45.18
2869014;Long-Lasting Automotive Repair Yellow #339;CAMF;106.20;45.18
2869016;Stylish Automotive Repair Navy #877;CAMF;106.20;45.18
2869018;Versatile Automotive Repair Magenta #41;CAMF;106.20;45.19
2869501;Durable Jewelry Navy #222;CCOF;144.40;84.90
2869502;Practical Jewelry Pink #140;CCOF;144.40;84.90
2869504;Innovative Jewelry Black #985;CCOF;144.40;84.90
2869530;Powerful Jewelry Silver #259;CCOF;99.90;72.17
2869532;Luxurious Jewelry Olive #497;CCOF;99.90;72.17
2869533;Delicious Jewelry Magenta #323;CCOF;99.90;72.17
2869534;Elegant Jewelry Cyan #23;CCOF;99.90;72.17
2869535;High-Quality Jewelry Maroon #139;CCOF;99.90;72.17
2869541;Fun Jewelry Silver #978;CCOF;144.40;84.90
2870500;Modern Tools Silver #408;FR  ;216.30;146.43
2871001;Fun Home Appliances Orange #88;CSF ;479.50;209.45
2871002;Fun Home Appliances Brown #556;CSF ;479.50;209.45
2871005;Fun Home Appliances Pink #407;CSF ;479.50;209.45
2871007;Elegant Home Appliances Olive #913;CSF ;479.50;209.45
2871008;Beautiful Home Appliances Maroon #179;CSF ;479.50;209.45
2871100;Sophisticated Home Appliances Yellow #750;CSF ;529.50;231.27
2871104;Delicious Home Appliances Gray #565;CSF ;529.50;218.19
2871105;Eco-Friendly Home Appliances Pink #775;CSF ;529.50;218.19
2871107;Versatile Home Appliances Pink #295;CSF ;579.40;253.09
2871108;Modern Home Appliances Purple #985;CSF ;579.40;253.09
2871109;Useful Home Appliances Yellow #979;CSF ;579.40;253.10
2871110;Useful Home Appliances Orange #811;CSF ;579.40;253.10
2871112;Innovative Home Appliances Purple #692;CSF ;579.40;231.27
2871115;High-Quality Home Appliances Purple #909;CSF ;449.50;231.27
2871116;Modern Home Appliances Magenta #312;CSF ;449.50;231.27
2871120;Modern Home Appliances Magenta #504;CSF ;449.50;253.09
2871200;Stylish Home Appliances Teal #756;CSF ;529.50;218.19
2871204;High-Quality Home Appliances Blue #516;CSF ;529.50;218.19
2871205;Powerful Home Appliances Brown #493;CSF ;529.50;218.19
2871206;Elegant Home Appliances Silver #803;CSF ;529.50;231.27
2871208;Delicious Home Appliances Yellow #989;CSF ;379.90;209.46
2871209;Fun Home Appliances Gold #56;CSF ;379.90;209.45
2871210;Durable Home Appliances Brown #818;CSF ;379.90;209.45
2871211;Eco-Friendly Home Appliances Purple #490;CSF ;379.90;209.45
2871212;Sophisticated Home Appliances Navy #13;CSF ;379.90;209.45
2871300;Modern Home Appliances Magenta #763;CSF ;382.90;196.37
2871303;High-Quality Home Appliances White #796;CSF ;382.90;163.20
2871305;Innovative Home Appliances Cyan #400;CSF ;382.90;163.20
2871308;Beautiful Home Appliances Magenta #690;CSF ;382.90;196.37
2871311;Practical Home Appliances Teal #778;CSF ;382.90;196.37
2871313;Comfortable Home Appliances Olive #206;CSF ;259.90;196.37
2871315;Stylish Home Appliances Blue #352;CSF ;259.90;196.37
2871316;Comfortable Home Appliances Magenta #928;CSF ;259.90;196.37
2871317;Sophisticated Home Appliances Lime #979;CSF ;259.90;196.37
2871400;Useful Home Appliances Gold #353;CSF ;379.90;159.25
